374 708
0 714.685 500.43
1 964.792 782.084
2 906.406 635.062
3 135.028 862.217
4 854.359 394.672
5 814.173 29.9971
6 32.1598 685.378
7 893.871 932.213
8 883.447 723.152
9 918.282 204.988
10 325.098 961.863
11 65.9464 446.371
12 298.456 239.03
13 610.186 636.654
14 555.61 741.849
15 803.626 583.703
16 56.2804 579.251
17 522.915 679.561
18 201.395 609.578
19 530.068 240.565
20 778.221 593.338
21 150.362 860.471
22 135.763 596.396
23 507.729 691.635
24 185.231 830.615
25 322.983 646.746
26 653.016 388.299
27 425.958 193.237
28 127.331 619.342
29 637.235 536.649
30 29.1566 713.581
31 330.139 872.593
32 659.155 557.064
33 714.173 342.562
34 571.806 818.329
35 249.482 17.7698
36 466.407 137.898
37 95.1782 7.4926
38 272.491 384.848
39 643.844 920.07
40 399.218 175.391
41 153.627 392.316
42 100.414 344.604
43 920.937 641.053
44 420.759 440.258
45 899.642 737.699
46 945.355 544.179
47 756.739 671.58
48 902.626 809.566
49 673.964 299.03
50 549.664 722.269
51 730.371 956.759
52 186.884 833.695
53 86.1555 89.7142
54 125.407 410.393
55 918.856 402.794
56 461.244 488.105
57 923.664 517.081
58 699.843 919.833
59 379.706 458.971
60 519.075 209.446
61 655.813 474.894
62 412.546 705.493
63 724.651 744.061
64 586.509 277.785
65 234.587 898.611
66 9.8952 219.521
67 666.546 33.9014
68 487.185 638.597
69 871.579 873.318
70 463.109 934.202
71 124.81 705.136
72 504.844 483.767
73 338.283 318.977
74 376.469 596.51
75 501.667 845.62
76 545.885 388.432
77 323.631 134.535
78 853.944 358.068
79 314.323 689.762
80 256.909 25.724
81 795.367 951.805
82 449.773 415.766
83 33.7558 782.126
84 532.803 477.568
85 66.9553 259.362
86 71.8063 322.15
87 786.764 209.375
88 2.59143 897.784
89 544.01 149.131
90 268.727 274.598
91 869.281 483.957
92 558.017 107.634
93 287.299 754.071
94 446.102 345.279
95 525.881 882.609
96 636.717 186.715
97 612.208 694.266
98 570.948 503.862
99 126.201 784.07
100 487.549 313.93
101 327.671 701.317
102 657.373 385.376
103 71.5727 405.531
104 507.012 269.631
105 754.501 613.944
106 871.808 67.9015
107 336.813 676.233
108 340.586 575.07
109 897.409 172.262
110 630.072 490.536
111 173.273 453.755
112 27.4932 239.522
113 415.889 12.1921
114 278.804 788.949
115 920.759 490.915
116 71.8312 3.72461
117 293.309 11.0992
118 727.104 640.328
119 414.414 539.735
120 606.15 899.533
121 954.043 736.406
122 902.89 403.078
123 268.821 589.154
124 338.924 636.79
125 127.703 823.113
126 712.095 653.781
127 536.707 371.319
128 816.542 739.619
129 932.668 93.8083
130 169.007 266.357
131 573.342 352.067
132 849.04 579.587
133 597.655 449.874
134 390.09 84.9536
135 326.929 547.217
136 909.587 427.53
137 600.118 624.216
138 709.357 409.43
139 720.231 239.68
140 94.6285 863.604
141 474.103 359.263
142 916.088 523.419
143 552.032 313.491
144 207.395 488.198
145 502.408 389.45
146 4.26057 109.385
147 549.14 937.871
148 372.325 686.975
149 45.4842 322.536
150 956.901 457.501
151 318.12 732.197
152 794.733 746.782
153 962.874 468.547
154 803.93 287.049
155 450.55 323.755
156 246.054 16.0542
157 244.508 239.463
158 496.988 498.821
159 623.696 770.322
160 758.389 530.69
161 670.959 513.036
162 637.695 563.669
163 249.949 4.8253
164 499.917 957.014
165 46.7133 50.1327
166 88.1964 877.584
167 5.86351 521.334
168 91.8989 42.8718
169 959.823 891.053
170 273.882 103.046
171 624.299 80.0447
172 908.436 217.257
173 948.112 551.105
174 952.868 437.186
175 13.917 442.155
176 398.607 595.029
177 98.0163 323.859
178 54.8246 57.1755
179 760.915 804.511
