1179 2177
0 171.649 157.647
1 1707.85 1184.42
2 651.388 252.158
3 1.06179 940.735
4 316.483 1514.26
5 1514.99 723.517
6 622.277 53.5188
7 963.775 1554.69
8 277.316 477.1
9 1297.95 707.705
10 1124.27 566.863
11 235.173 1003.92
12 1104.62 679.682
13 978.701 1276.83
14 255.289 404.898
15 44.5871 1265.2
16 722.333 1081.57
17 1571.22 1361.18
18 946.413 1209.29
19 84.269 1156.48
20 252.904 1190.18
21 1254.71 1124.53
22 1612.55 1132.86
23 1230.62 266.844
24 1135.86 37.9138
25 1030.41 1222.5
26 813.555 1408.61
27 1367.74 1225.82
28 513.889 151.07
29 1029.32 987.18
30 464.145 13.9775
31 973.843 1461.23
32 1494.14 1421.13
33 1269.51 864.834
34 670.44 1304.6
35 426.562 536.848
36 298.526 1237.99
37 1373.01 687.759
38 450.319 1066.49
39 1700.86 1649.75
40 1170.2 1155.71
41 1104.77 222.909
42 743.308 1143.53
43 710.8 1340.55
44 1083.5 1451.67
45 1095.16 1657.08
46 1330.16 602.027
47 939.749 531.103
48 2.64796 1547.58
49 773.637 369.552
50 980.251 1546.86
51 1251.4 1614.1
52 740.244 640.798
53 788.572 1159.81
54 42.4975 770.029
55 152.449 1155.8
56 1497.48 125.231
57 1557.84 1360.52
58 195.4 1698.62
59 520.265 212.007
60 1699.94 111.961
61 491.354 1660.71
62 1451.83 1568.08
63 307.94 1187.85
64 1296.94 720.341
65 857.099 110.256
66 1398.26 662.455
67 1400.64 120.984
68 1630.19 567.441
69 306.893 910.357
70 1668.98 1306.62
71 157.623 1677.41
72 1497.61 88.6514
73 1528.13 277.115
74 734.088 1608.2
75 503.566 44.4711
76 1160.67 661.101
77 206.154 1579.09
78 137.491 597.512
79 969.051 88.6531
80 604.194 1251.82
81 398.882 1100.5
82 509.701 1572.34
83 236.55 307.472
84 907.864 993.189
85 977.307 793.883
86 913.667 477.256
87 129.032 926.283
88 183.446 1629.32
89 1295 1225.67
90 1588.86 1207.25
91 1683.51 1207.32
92 395.209 1095.85
93 22.7279 985.546
94 1120.98 1244.17
95 1259.65 1150.66
96 586.441 600.8
97 237.382 91.5969
98 976.531 618.463
99 463.667 522.213
100 1044.81 786.298
101 1219.03 1330.89
102 1619.35 1189.43
103 885.329 1585.57
104 359.174 192.143
105 270.146 1245.47
106 179.023 709.873
107 30.8835 1630.78
108 1071.44 1479.09
109 307.457 185.857
110 774.209 310.554
111 123.966 428.369
112 302.438 379.804
113 13.6912 1138.04
114 977.018 1240.07
115 802.553 488.382
116 1236.97 442.759
117 667.598 981.267
118 815.702 344.753
119 328.955 1379.95
120 1121.65 135.922
121 1408.58 890.315
122 1279.4 849.654
123 1076.25 58.8563
124 1095.85 86.5332
125 1026.9 1564.9
126 1500.72 1053
127 281.69 318.814
128 1340.57 859.955
129 1386.38 456.824
130 452.025 567.481
131 1515.73 1399.92
132 1468.23 48.877
133 518.63 688.963
134 527.817 1356.35
135 301.538 989.932
136 1564.42 699.159
137 1413.54 525.684
138 1067.33 444.016
139 652.826 235.144
140 1319.8 775.745
141 1475.34 138.413
142 299.633 1005.6
143 636.157 1063.55
