7389 13841
0 580.886 1644.67
1 2832.05 258.257
2 1276.23 1004.09
3 3842.41 1593.52
4 3078.09 1247.77
5 457.715 2710.49
6 286.118 193.747
7 3668.26 3001.13
8 868.055 1315.32
9 2270.76 1558.46
10 102.79 3703.1
11 777.799 3751.46
12 2216.94 2048.26
13 297.1 2365.64
14 2242.09 3380.71
15 2662.58 4059.54
16 3125.08 475.128
17 121.455 2454.11
18 2635.59 1886.99
19 3215.73 1627.18
20 644.111 4196.71
21 1454.35 3331.25
22 3486.51 1506.85
23 893.272 1888.94
24 2301.44 2238.78
25 3016.32 3231.84
26 3243.21 125.528
27 1878.17 1056.42
28 3469.28 4022.4
29 3287.52 4250
30 2823.34 1285.97
31 4146.4 72.7224
32 4167.64 2056.36
33 4240.45 731.047
34 684.249 4057.14
35 3253.75 243.842
36 1710.67 3776.71
37 3248.31 3218.78
38 2634.89 2354.27
39 2560.47 500.025
40 2039.18 907.829
41 18.9876 3818.02
42 3919.83 3964.51
43 3756.6 2377.74
44 3466.46 2687.7
45 373.862 3207.91
46 2035.79 789.366
47 1603.9 3469.73
48 2834.33 219.348
49 1947.03 296.045
50 2983.81 1062.83
51 2563.94 2707.89
52 2475.19 2448.15
53 2209.59 1881.32
54 68.3156 586.129
55 2804.99 4228.94
56 792.211 1854.89
57 324.658 1476.62
58 1595.34 3235.64
59 2528.3 1667.62
60 560.92 1775.24
61 517.742 4061.42
62 2787.15 395.548
63 3221.99 3543.36
64 2107.86 2428.18
65 2233.32 1053.76
66 216.06 3222.84
67 73.9242 1917.56
68 4184.66 1194.68
69 3277.99 4236.34
70 2390.12 2641.89
71 1901.88 4228.55
72 2008.82 4023.88
73 3009.89 3309.29
74 2835.01 2869.02
75 432.515 3549.88
76 1641.27 1161.1
77 199.893 3798.83
78 3325.67 3650.84
79 2116.13 2098.97
80 2943.1 3969.23
81 3049.71 1145.32
82 4214.33 887.354
83 1677.7 2027.39
84 3713.63 3302.95
85 2499.74 136.625
86 1320.02 2388.65
87 876.903 2938.96
88 598.657 2353.16
89 1327.42 1003.85
90 541.154 1097.44
91 352.773 3737.61
92 1377.32 959.459
93 2658.98 2825.07
94 946.89 2337.01
95 1712.18 308.084
96 2033.16 4267.9
97 34.0413 99.3178
98 4127.53 2561.96
99 807.331 2182.43
100 3840.22 3431.85
101 355.586 3604.18
102 3136.47 1158.09
103 2861.4 455.513
104 2201.83 3582.5
105 3956.33 2105.48
106 390.771 2184.81
107 4006.9 4221.53
108 128.285 300.665
109 1686.13 2631.13
110 1772.64 132.391
111 1748.63 4274.1
112 1090.02 2192.04
113 1857.79 4181.01
114 3704.97 488.972
115 768.793 3001.88
116 1026.78 843.889
117 2493.21 2945.1
118 2551.24 3434.86
119 2280.26 3900.48
120 3145.69 827.644
121 4288.82 1101.38
122 1024.58 1755.51
123 4053.76 1429.33
124 1595.31 178.663
125 3894.74 2203.52
126 3538.43 1109.19
127 202.532 2220.13
128 1124.73 2281.85
129 2062.23 3623.56
130 2746.28 419.596
131 3618.48 1557.28
132 3656.14 2914.88
133 918.916 3943.44
134 1858.01 1822.4
135 4029.45 301.147
136 1309.31 2583.57
137 1033.21 2435.4
138 3209.33 2993.57
139 2042.23 2706.22
140 332.254 2125.09
141 3944.39 1953.05
142 193.077 2154.73
143 4291.15 1832.09
144 3298.04 2933.95
145 3279.99 2794.8
146 2536.62 3053.41
147 2614.08 2887.32
148 4158.22 2219.49
149 189.581 4234.78
150 1302.14 3358.25
151 1674.97 458.279
152 343.419 1959.47
153 2464.41 964.424
154 3333.52 2419.17
155 1568.85 534.628
156 1473.43 3013.31
157 208.066 1679.58
158 3997.31 306.71
159 1283.41 3760.83
160 752.627 4080.83
161 584.747 2934.77
162 3467.92 597.525
163 3612.09 2495.88
164 2851.69 1835.47
165 3278.57 2427.62
166 1372.18 2323.56
167 3501.64 1342.99
168 1872.98 2069.65
169 4140.41 3202.64
170 1949.6 2622.03
171 793.504 1503.83
172 2646.2 2661.43
173 3882.93 3865.35
174 1185.24 3855.55
175 1914.56 2521.97
176 2732.51 3980.97
177 3766.34 2153.82
178 2355.74 1560.93
179 1288.05 358.141
