260 476
0 32.2033 356.601
1 373.566 692.303
2 476.511 760.431
3 597.486 693.719
4 709.621 796.527
5 179.087 445.732
6 227.677 577.338
7 587.152 613.674
8 301.344 401.662
9 124.675 541.666
10 704.58 714.586
11 606.638 249.682
12 316.894 741.722
13 268.898 495.784
14 661.689 623.831
15 230.448 536.636
16 226.607 163.724
17 341.715 753.516
18 441.674 307.136
19 796.43 588.645
20 169.574 315.95
21 146.155 436.453
22 649.513 602.071
23 596.321 371.847
24 573.996 537.927
25 9.10635 608.082
26 98.7418 627.535
27 176.556 645.158
28 147.421 139.391
29 426.146 731.738
30 284.999 766.356
31 288.647 617.988
32 227.341 118.601
33 29.4852 640.819
34 400.269 650.182
35 227.367 496.675
36 397.653 663.532
37 733.859 455.454
38 81.2538 226.099
39 643.304 322.304
40 635.604 14.622
41 68.0126 602.537
42 701.157 406.226
43 394.456 361.994
44 403.273 740.09
45 253.612 61.3632
46 655.627 547.451
47 13.9168 371.731
48 433.815 63.035
49 354.395 663.933
50 454.879 724.858
51 546.927 159.7
52 109.351 160.557
53 409.812 515.047
54 545.6 430.77
55 495.082 784.699
56 609.656 192.238
57 588.623 30.9156
58 393.898 59.3282
59 136.42 680.827
60 620.776 689.534
61 273.206 319.151
62 213.042 283.71
63 461.835 508.889
64 781.026 207.055
65 762.22 3.98435
66 208.443 253.316
67 630.603 295.922
68 705.233 437.476
69 246.725 781.045
70 127.787 710.774
71 286.447 605.732
72 578.378 502.654
73 354.569 91.017
74 618.134 750.099
75 465.737 87.1137
76 363.212 297.309
77 468.796 749.233
78 375.43 528.446
79 168.08 309.074
80 743.478 732.544
81 728.284 717.859
82 473.137 387.679
83 70.4515 606.757
84 342.137 42.3524
85 270.834 80.9385
86 623.207 25.0186
87 300.039 328.233
88 778.476 78.9192
89 102.63 25.912
90 436.743 369.262
91 467.136 300.278
92 512.625 468.482
93 421.529 432.281
94 761.259 69.5822
95 507.838 273.778
96 115.197 144.843
97 514.21 363.982
98 584.429 65.1487
99 338.672 367.426
100 611.795 783.487
101 402.329 125.86
102 39.0972 584.133
103 196.444 211.84
104 571.513 714.084
105 791.199 596.031
106 119.035 208.89
107 444.342 676.46
108 481.956 115.283
109 145.724 234.007
110 627.671 104.329
111 687.516 769.678
112 410.156 738.035
113 777.409 652.762
114 72.5554 143.634
115 467.317 233.75
116 644.754 149.073
117 315.662 715.726
118 372.439 2.25445
119 291.857 49.9055
120 72.7729 710.604
121 591.864 742.58
122 300.068 461.927
123 614.741 747.567
124 657.212 729.984
125 142.708 429.859
126 741.154 426.607
127 315.089 8.47349
128 671.11 120.89
129 489.588 564.361
130 446.397 192.483
131 88.0724 113.783
132 758.87 105.92
133 424.979 67.0865
134 438.637 284.183
135 260.863 691.818
136 114.01 581.863
137 169.185 698.841
138 44.3922 242.636
139 692.507 794.767
140 658.343 672.976
141 358.787 192.791
142 6.76331 401.617
143 651.331 233.281
144 104.941 431.833
145 249.227 621.376
146 354.495 86.3405
147 467.69 383.683
148 481.707 356.204
149 631.694 527.111
150 141.878 683.115
151 763.629 129.881
152 69.1005 698.422
153 26.2724 738.543
154 412.436 39.4483
155 791.4 639.63
156 779.078 239.643
157 405.746 69.4989
158 338.894 33.1989
159 667.048 393.637
160 19.0581 541.439
161 527.529 101.056
162 220.493 66.7804
163 280.382 291.222
164 192.195 677.155
165 649.302 320.23
166 264.476 224.4
167 576.494 253.197
168 647.357 699.72
169 212.617 606.387
170 471.889 454.076
171 311.83 360.314
172 473.408 35.5332
173 213.996 584.329
174 492.951 637.687
175 616.197 535.718
176 125.307 791.956
177 764.767 477.844
178 246.841 148.593
179 169.332 643.402
180 310.424 380.712
181 270.858 749.699
182 670.962 520.221
183 338.733 580.362
184 647.3 633.881
185 181.894 451.022
186 436.842 584.987
187 259.506 251.808
188 6.21908 95.9037
189 340.434 467.04
190 672.601 0.748112
191 380.271 505.283
192 107.151 725.511
193 357.038 563.379
194 667.212 652.022
195 320.003 406.072
196 266.492 498.632
197 609.072 785.924
198 692.683 325.501
199 299.867 577.493
200 205.043 409.082
201 712.982 104.609
202 387.345 269.151
203 740.215 391.615
204 156.197 267.447
205 2.89194 22.3634
206 321.955 124.217
207 478.603 345.039
208 571.366 536.715
209 639.635 735.739
210 696.275 553.395
211 757.463 526.207
212 217.092 407.258
213 67.6432 194.014
214 432.629 176.652
215 222.87 473.2
216 156.747 801.915
217 92.5564 85.9905
218 258.28 4.19149
219 619.748 375.224
220 388.282 233.186
221 727.408 80.2594
222 552.417 335.664
223 345.201 193.902
224 595.832 220.953
225 325.69 355.366
226 600.188 448.876
227 49.7698 218.04
228 298 484.048
229 636.27 290.919
230 7.93829 565.472
231 732.737 338.748
232 302.877 80.3781
233 57.6251 295.668
234 368.052 427.745
235 80.0021 546.969
236 280.352 642.398
237 573.061 351.569
238 401.19 749.643
239 667.824 744.245
240 148.282 576.662
241 89.5221 358.1
242 2.19959 606.965
243 648.905 3.2841
244 720.974 188.15
245 616.75 405.989
246 445.12 793.127
247 62.7821 773.622
248 90.9032 409.597
249 753.276 624.918
250 388.833 123.956
251 403.589 192.182
252 468.466 89.1999
253 785.114 545.4
254 507.81 580.485
255 204.581 446.712
256 228.803 768.676
257 40.8795 762.76
258 637.926 353.85
259 624.089 660.721
0 47 47.0938
0 142 93.2352
0 233 67.2406
0 241 84.6625
1 34 88.1124
1 36 49.8687
1 49 66.7722
2 50 75.6669
2 55 38.2933
2 77 26.2831
2 246 54.7863
3 60 38.9158
3 104 52.7613
3 259 48.8238
4 111 43.2726
4 139 30.0405
4 239 84.7466
5 21 52.179
5 125 56.7762
5 185 10.7538
5 200 76.7032
5 212 68.0791
5 255 29.4891
6 15 64.1574
6 169 62.1294
6 173 27.3868
7 22 87.0292
7 184 107.332
7 259 72.0517
8 171 49.5758
8 180 45.2667
8 195 22.0619
9 136 77.6475
9 235 64.381
9 240 63.04
10 80 65.2526
10 81 43.365
10 239 68.1658
11 56 83.3286
11 143 92.9738
11 167 45.4853
11 224 58.1432
