500 670
0 1316.04 1896.83
1 1815.28 3636.67
2 1794.8 1465.69
3 626.281 235.644
4 3912.29 3301.93
5 1534.77 3034.22
6 181.393 4790.42
7 2069.82 2828
8 3941.19 3887.34
9 3453 2202.34
10 4061.62 4525.69
11 1170.9 1075.71
12 1812.77 3000.06
13 2871.65 2629.04
14 2236.49 3999.69
15 438.921 3098.26
16 718.911 2179.2
17 36.7928 4740.6
18 4390.46 2443.15
19 4333.45 613.41
20 1935.98 2791.58
21 2680.71 1691.88
22 4467.72 317.735
23 3916.52 3691.77
24 1662.66 1815.54
25 4027.04 4784.27
26 227.033 2857.68
27 3171.25 2800.53
28 3503.49 101.876
29 148.121 2411.54
30 2727.63 3336.27
31 45.6251 329.557
32 995.334 3311.98
33 3584.98 3194.72
34 400.243 2672.76
35 70.1873 4760.16
36 2185.7 2533.59
37 2123.55 2512.2
38 4057.34 4249.09
39 3113.51 4918.72
40 4593.71 234.915
41 1369.68 3796.01
42 152.452 2388.25
43 535.632 529.096
44 1141 3371.27
45 4084.15 2723.9
46 3100.01 3338.42
47 3662.37 1167.71
48 1101.8 2207.06
49 1689.94 3514.56
50 1823.82 2828.52
51 4413.61 4672.07
52 3630.06 935.29
53 4420.22 234.272
54 547.184 4300.53
55 203.162 4560.11
56 1085.29 3049.5
57 2921.58 908.799
58 4208.54 4401.89
59 489.096 2031.39
60 2284.59 1803.04
61 336.41 98.1905
62 712.344 4847
63 4480.49 4066.31
64 799.835 2625.21
65 4271.69 768.454
66 1182.42 4208.76
67 1616.53 3521.21
68 3810.79 4044.03
69 3051.95 1881.34
70 2195.9 79.5403
71 4176.93 4912.28
72 2833.77 3706.69
73 361.713 3443.28
74 1176 707.911
75 138.092 2509.28
76 1821.19 1725.96
77 4023.51 2083
78 2220.35 4224.66
79 4919.17 2006.72
80 4671.61 2879.54
81 4913.69 3485.69
82 4540.53 149.379
83 496.048 4108.2
84 1246.22 1918.05
85 1485.17 2033.58
86 2055.58 3498.44
87 4173.3 4648.69
88 4367.52 2275.76
89 290.099 3034.42
90 3637.11 3472.03
91 3261.27 2269.88
92 400.204 447.178
93 3398.3 4736.24
94 3232.08 561.601
95 3927.42 2059.49
96 4716.48 478.288
97 505.83 4612.47
98 4987.71 3071.35
99 1541.62 3007.18
100 4710.56 3561.09
101 3016.03 4262.71
102 4088.61 303.518
103 2728.26 2310.83
104 307.416 3521.23
105 4038.34 2409.37
106 4598.29 1016.32
107 3420.89 3230.11
108 2040.69 1552.01
109 507.754 638.236
110 2610.8 3872.74
111 3471.06 2121.18
112 871.375 4382.95
113 4079.58 3459.91
114 3680.01 2132.62
115 2973.57 2998.3
116 60.3075 2712.72
117 4134.26 4807.93
118 3463.57 4580.88
119 1956.74 3292.46
120 2611.06 3844.01
121 3917.34 1407.66
122 2057.92 3859.13
123 444.166 3792.3
124 3249.48 1592.42
125 4310.53 3509.82
126 107.483 3257.85
127 1965.52 2741.79
128 3420.59 970.097
129 4329.5 3052.67
130 3153.91 4886.42
131 1669.82 929.883
132 4450.76 3255.13
133 2970.28 1964.19
134 2574.45 200.379
135 2401.52 2388.02
136 3137.6 4388.48
137 1268.53 2142.83
138 2181.2 4115.2
139 2988.15 2097.9
140 3230.18 7.49712
141 2313.25 4877.08
142 694.707 4913.71
143 3613.82 3163.5
144 1382.9 4648.54
145 3784.75 258.595
146 4242.17 4025.56
147 2038.21 1044.1
148 1542.86 2569.23
149 585.326 4885.93
150 1246.72 1855.38
151 3817.18 4535.06
152 4723.16 3141.32
153 2307.41 2939.37
154 2942.48 441.774
155 2161.62 290.561
156 1314.81 3615.77
157 3397.88 4837.57
158 2313.01 2759.55
159 1307.36 178.858
160 1061.21 2247.6
161 1781.48 1874.16
162 220.352 3375.57
163 3614.97 4485.43
164 2928.52 4502.18
165 734.976 4067.85
166 4964.42 1418.46
167 4760.57 185.566
168 2734.58 1415.22
169 2103.09 1963.84
170 918.776 2304.51
171 4363.25 3947.08
172 3285.66 3765.6
173 2204.03 4106.19
174 4182.49 3346.54
175 1119.75 2575.36
176 4271.99 580.625
177 3548.75 4662.22
178 3109.55 177.328
179 3142.74 4275.26
180 2969.28 2365.39
181 617.251 70.3815
182 2458.08 4890.7
183 147.067 2710.39
184 2464.9 87.4459
185 3362.98 1047.09
186 2801.99 211.621
187 4306.14 4803.85
188 4944.14 383.5
189 47.1516 3228.93
190 3780.38 2867.38
191 3735.46 4920.09
192 3272.51 4874.89
193 4904.98 4613.54
194 4299.58 4243.95
195 465.478 1436.94
196 107.895 2973.1
197 4845.73 3817.66
198 1430.16 1604.15
199 1640.83 4322.26
200 3276.68 4999.8
201 444.96 3042.8
202 830.68 2571.16
203 905.041 4436.63
204 4528.48 1148.84
205 688.561 2817.65
206 502.408 1829.24
