537 1007
0 741.986 1083.78
1 655.87 374.139
2 1111.31 849.53
3 975.428 478.509
4 977.046 371.752
5 1057.33 884.889
6 531.761 805.929
7 757.528 596.257
8 728.653 1007.97
9 0.757036 33.4303
10 715.238 599.917
11 355.475 51.5975
12 303.999 800.761
13 885.904 278.764
14 718.971 533.671
15 916.676 960.508
16 844.438 671.741
17 1042.6 272.624
18 232.271 717.404
19 354.688 568.365
20 712.762 893.633
21 596.329 152.167
22 100.783 249.609
23 438.215 79.4675
24 65.4644 380.446
25 704.87 400.064
26 1063.22 850.355
27 113.066 533.564
28 178.575 1108.9
29 696.672 543.555
30 139.984 1115.79
31 619.484 727.923
32 527.9 844.902
33 345.273 241.983
34 983.551 158.172
35 1081.01 208.653
36 893.439 680.817
37 445.751 967.008
38 1068.71 500.371
39 84.7961 408.467
40 942.922 1150.02
41 1145.26 233.717
42 381.382 398.399
43 349.513 90.2327
44 1098.56 928.008
45 184.1 637.59
46 584.801 607.31
47 1072.64 120.148
48 560.696 420.853
49 545.968 848.832
50 641.894 110.467
51 315.229 608.904
52 324.13 173.205
53 1004.89 18.8589
54 253.892 828.752
55 857.277 420.228
56 377.284 1012.6
57 1100.55 964.604
58 824.766 203.589
59 114.685 508.699
60 1108.97 892.884
61 166.662 306.585
62 864.531 184.318
63 300.354 608.323
64 752.781 44.7958
65 232.091 351.532
66 242.128 555.013
67 83.3232 941.464
68 833.663 656.801
69 802.367 185.189
70 1092.35 280.695
71 320.386 1009.77
72 540.891 762.642
73 111.511 297.782
74 632.128 1046.83
75 1021.03 360.514
76 888.31 637.128
77 637.237 624.811
78 1.61445 544.832
79 292.177 145.269
80 652.356 495.892
81 236.296 515.632
82 30.9812 128.865
83 161.263 1144.45
84 394.131 770.227
85 90.2556 449.429
86 952.778 745.08
87 393.519 382.82
88 789.315 955.805
89 443.58 955.972
90 577.409 118.305
91 88.7433 785.058
92 986.392 1058.68
93 1052.81 322.777
94 526.48 758.535
95 547.516 1147.37
96 130.732 762.334
97 18.9318 975.318
98 502.791 811.311
99 274.934 873.655
100 778.602 123.794
101 1117.59 373.423
102 71.8201 209.059
103 916.296 769.785
104 128.826 697.8
105 612.471 251.257
106 193.195 268.512
107 602.106 116.943
108 846.079 548.94
109 1137.63 462.323
110 808.17 1009.16
111 346.867 999.005
112 158.677 461.133
113 269.139 725.581
114 583.582 204.754
115 949.156 903.717
116 111.627 927.563
117 606.347 687.237
118 779.83 370.542
119 1093.97 661.484
120 644.757 677.175
121 994.298 152.095
122 1077.44 963.358
123 1058.98 120.779
124 680.325 793.6
125 240.291 775.125
126 132.845 831.438
127 482.645 589.118
128 810.907 373.283
129 675.822 217.901
130 282.401 697.689
131 636.52 1026.38
132 1127.17 435.038
133 550.836 946.177
134 1050.42 579.353
135 1017.49 180.715
136 147.029 576.084
137 257.733 1055.54
138 789.467 31.3668
139 9.34281 916.955
140 898.341 69.4413
141 916.903 734.336
142 755.743 1080.81
143 455.776 594.946
144 1130.53 166.396
145 192.299 727.53
146 919.253 312.643
147 69.2264 172.282
148 745.431 33.6844
149 199.677 16.8145
150 534.969 925.477
151 1024.88 423.098
152 922.627 205.833
153 860.944 1135.76
154 413.038 502.483
155 1088.29 563.846
156 1024.09 590.918
157 550.427 691.079
158 1158.46 409.329
159 1152.94 396.601
160 141.946 1077.06
161 863.582 684.399
162 613.152 1065.88
163 1075.95 13.0913
164 63.5056 275.501
165 942.756 553.255
166 261.033 418.175
167 935.89 925.677
168 844.888 752.112
169 912.519 468.384
170 321.546 534.218
171 969.641 371.223
172 204.542 1137.77
173 1139.67 341.536
174 39.0246 929.708
175 152.183 638.915
176 793.954 909.45
177 290.477 384.154
178 100.827 246.236
179 359.076 230.6
180 384.655 400.179
181 130.801 24.447
182 533.401 1059.66
183 1058.15 284.497
184 444.194 384.828
185 1073.79 888.15
186 424.811 689.199
187 17.685 236.186
188 145.648 851.477
189 1067.91 1085.89
190 121.983 460.687
191 1038.47 461.721
192 580.729 295.088
193 313.769 842.696
194 807.622 198.243
195 1150.76 985.479
196 381.311 852.124
197 915.395 149.708
198 746.567 925.386
199 578.742 309.549
200 609.088 397.997
201 193.143 209.477
202 828.834 700.52
203 402.41 992.968
204 351.032 198.153
205 359.913 866.463
206 352.214 24.229
207 390.913 154.94
208 485.613 851.75
209 786.96 314.951
210 462.725 980.573
211 498.081 926.385
212 455.837 18.6919
213 169.857 560.906
214 24.0486 482.993
215 137.428 971.453
216 858.408 906.306
217 48.4678 695.068
218 228.195 537.041
219 987.018 15.829
220 892.13 679.45
221 343.202 931.198
222 44.4946 144.121
223 1029.21 448.51
224 762.956 692.704
225 311.702 796.625
226 51.7251 520.557
227 798.373 960.147
228 609.735 277.557
229 780.395 376.08
230 548.364 1018.47
231 1086.88 449.014
232 895.116 814.021
233 679.408 1082.24
234 258.628 725.671
235 4.03518 969.624
236 202.095 404.3
237 966.864 104.569
238 1152.69 523.109
239 332.655 205.438
240 736.39 190.478
241 267.391 659.671
242 427.91 619.759
243 159.89 975.549
244 920.279 1005.37
245 609.492 58.1219
246 715.971 466.976
247 801.935 270.502
248 450.239 312.233
249 945.796 558.153
250 830.691 580.102
251 137.353 337.78
252 1126.68 375.78
253 40.3885 84.778
254 885.892 26.0633
255 631.057 438.882
256 778.498 656.927
257 597.701 323.045
258 295.73 713.903
259 1131.75 875.762
260 1113.79 220.338
261 1140.2 680.052
262 598.519 64.2135
263 657.315 151.558
264 1087.43 279.624
265 431.242 366.998
266 505.33 680.823
267 224.231 467.209
268 1074.75 821.534
269 371.168 822.507
270 844.253 39.9125
271 56.6056 1069.14
272 592.586 938.322
273 300.857 1125.09
