17184 32048
0 3180.5 1508.46
1 479.328 5735.04
2 5680.77 3352.39
3 3228.98 3874.58
4 895.331 3780.52
5 378.36 4656.91
6 3052.02 2199.55
7 2883.65 2560.52
8 5544.24 1271.33
9 6088.91 592.741
10 4053.36 6441.72
11 2563.78 2366.7
12 2497.76 956.299
13 2255.17 5886.64
14 2275.06 6151.06
15 5227.07 2616.95
16 76.6398 2585.49
17 436.899 1164.14
18 1133.63 4174.72
19 4802.71 4108.07
20 5435.55 5501.96
21 3210.87 3701.66
22 5824.02 3302.23
23 4519.39 1522.58
24 5213.34 5150.56
25 4257.67 3908.41
26 5449.61 92.0194
27 5758.19 2254.74
28 3784.01 80.2285
29 5417.65 4284.06
30 734.154 4123.97
31 2608.07 1871.23
32 1315.9 3407.41
33 3790.75 4256.64
34 2971.49 2707.57
35 2475.33 3067.96
36 804.414 4349.18
37 121.374 2294.41
38 6203.95 1432.02
39 67.2522 2145.08
40 5307.39 2696.93
41 522.407 1459.24
42 3877.53 210.845
43 5971.89 5823.13
44 4500.61 2507.11
45 1885.41 1728.04
46 6453.47 5707.68
47 3359.45 6083.64
48 3967.44 5489.73
49 1892.24 961.899
50 2947.22 5088.69
51 960.834 4121.11
52 5289.66 3425.46
53 2388.21 6219.94
54 2759.48 2937.89
55 4410.17 558.57
56 2311.68 1084.25
57 1942.45 5649.86
58 3684.68 4049.18
59 4915.41 2297.3
60 930.288 569.357
61 6193.05 5487.84
62 6061.67 4698.91
63 531.66 2410.04
64 2722.28 3076.72
65 6002.03 5186.63
66 4133.89 1483.71
67 2752.93 2759.26
68 5592.09 3657.27
69 4006.3 4568.01
70 5315.48 5676.35
71 3973.16 5805.32
72 2512.16 6206
73 5969.23 1260.3
74 2386.58 584.26
75 514.681 5102.15
76 3031.99 3144.06
77 4222.96 6385.36
78 1598.38 5178.29
79 2418.62 2854.52
80 5448.62 2484.67
81 401.472 6256.13
82 1296.87 1165.17
83 3890.39 2032.41
84 2974.93 613.525
85 5464.97 4363.21
86 6246.99 5835.29
87 2223.58 1551.68
88 2161.85 4411.48
89 1655.29 5403.64
90 2597.87 2289.46
91 1828.41 954.47
92 6532.65 1179.53
93 5160.09 3746.39
94 1471.57 401.193
95 6029.66 177.144
96 709.266 5454.18
97 4453.65 2624.49
98 5429.84 1871.11
