448 845
0 942.481 591.839
1 729.517 714.252
2 902.044 682.878
3 863.405 1044.73
4 941.722 705.976
5 157.915 638.693
6 302.248 775.775
7 32.6988 749.312
8 334.017 717.175
9 996.251 59.5996
10 754.538 217.531
11 458.967 84.4165
12 1042.98 715.557
13 880.609 380.808
14 819.238 65.4961
15 420.908 561.234
16 383.729 87.9671
17 884.702 264.419
18 507.562 399.209
19 98.8753 231.761
20 554.277 79.2143
21 424.663 666.715
22 634.204 546.778
23 681.873 594.67
24 500.4 268.896
25 247.289 238.374
26 84.8446 923.727
27 394.302 407.834
28 543.522 757.326
29 606.959 810.976
30 386.203 236.499
31 772.185 1010.9
32 531.27 992.207
33 395.101 614.25
34 605.973 322.097
35 433.463 665.379
36 401.152 370.079
37 989.052 891.167
38 243.187 887.334
39 882.483 201.376
40 285.851 904.919
41 671.121 221.562
42 678.77 449.923
43 176.732 940.628
44 198.181 868.59
45 900.191 690.417
46 225.196 3.65588
47 428.856 207.896
48 212.835 29.6618
49 448.236 155.241
50 971.464 914.188
51 49.051 890.438
52 981.623 601.115
53 200.452 812.398
54 7.68345 115.145
55 172.481 268.832
56 122.378 1055.79
57 55.5962 829.523
58 558.147 236.031
59 106.176 512.206
60 78.7355 65.9516
61 820.281 936.692
62 143.723 977.889
63 720.375 525.167
64 53.0908 1058.21
65 171.858 83.7591
66 183.944 466.825
67 449.167 69.8121
68 656.239 455.227
69 253.516 929.474
70 361.964 1056.36
71 210.043 794.484
72 172.749 688.129
73 586.303 299.084
74 93.5493 551.838
75 36.8204 363.735
76 542.87 354.28
77 665.861 776.273
78 158.869 792.295
79 912.952 533.945
80 612.819 430.315
81 448.56 113.208
82 342.98 646.48
83 289.666 442.013
84 931.771 384.131
85 855.117 313.321
86 342.82 971.294
87 792.663 530.005
88 257.709 450.876
89 942.407 122.075
90 1009.79 116.136
91 177.211 531.523
92 914.537 747.378
93 355.947 952.733
94 794.189 379.493
95 986.011 281.651
96 936.661 295.396
97 83.2941 136.585
98 140.961 35.5943
99 540.032 998.412
100 455.982 65.4114
101 8.70332 631.766
102 568.998 678.441
103 246.59 425.867
104 84.4991 515.051
105 564.173 114.319
106 374.223 738.006
107 419.388 97.6077
108 729.873 435.652
109 177.76 386.155
110 167.293 326.9
111 111.782 513.978
112 811.94 536.591
113 654.716 833.757
114 200.772 680.852
115 926.832 292.814
116 231.309 820.699
117 400.217 446.576
118 655.367 178.341
119 402.218 392.974
120 166.709 1051.28
121 129.753 611.725
122 224.884 718.635
123 1049.59 861.286
124 86.6412 396.55
125 740.283 497.504
126 1035.49 329.728
127 622.421 353.358
128 418.53 582.006
129 109.36 37.3765
130 162.425 486.901
131 692.939 1030.22
132 613.937 10.815
133 755.39 576.81
134 463.114 682.022
135 403.569 1041.24
136 491.946 314.953
137 941.569 628.648
138 770.531 604.131
139 321.934 999.21
140 453.175 922.468
141 1056.31 692.619
142 620.552 657.88
143 80.1461 782.507
144 441.351 492.89
145 1043.61 719.132
146 532.338 285.591
147 183.787 173.96
148 317.475 977.412
149 793.554 1002.46
150 414.567 436.98
151 522.471 742.063
152 607.733 178
153 98.5166 275.777
154 658.317 214.405
155 71.8477 680.888
156 813.395 359.077
157 584.162 116.94
158 689.978 654.515
159 331.261 844.98
160 489.961 237.984
161 186.006 830.265
162 78.4227 948.283
163 138.684 394.121
164 981.409 101.897
165 555.717 590.984
166 137.689 113.518
167 917.977 185.028
168 514.412 1039.34
169 532.709 38.3529
170 566.328 503.86
171 586.588 544.302
172 628.822 1049.19
173 709.578 921.133
174 470.49 947.651
175 53.9232 800.527
176 429.596 485.094
177 629.817 206.571
178 1031.26 321.545
179 244.9 627.495
180 344.657 960.934
181 109.49 39.3761
182 814.136 809.898
183 945.658 757.872
184 14.0904 45.8151
185 842.761 865.111
186 594.774 114.114
187 120.878 531.218
188 976.363 119.164
189 690.138 180.438
190 469.375 99.0398
191 465.165 132.761
192 268.658 882.504
193 665.549 518.8
194 436.942 840.204
195 335.824 629.588
196 938.357 723.796
197 179.798 15.5522
198 337.742 1034.78
199 820.746 186.472
200 455.097 57.26
201 279.402 1057.19
202 326.221 959.335
203 633.051 117.004
204 687.119 69.5613
205 370.739 542.899
206 806.287 1052.1
207 78.8909 486.905
208 696.193 511.629
209 260.039 901.607
210 632.87 268.983
211 460.622 16.6257
212 987.27 793.174
213 237.293 520.533
214 964.443 736.762
215 353.828 624.743
216 801.031 917.658
217 452.709 968.593
218 646.21 686.124
219 257.084 638.072
220 1045.14 18.4325
221 530.546 718.173
222 988.328 150.498
223 46.0522 623.225
224 432.175 253.152
225 14.1192 292.812
226 568.898 733.638
227 633.297 739.239
228 728.585 339.953
229 600.047 38.6018
230 708.164 402.129
231 254.03 485.687
232 185.873 158.268
233 1051.29 9.45178
234 766.528 889.366
235 788.471 304.795
236 1002.78 128.11
237 431.119 1034.77
238 767.485 331.126
239 362.205 487.768
240 329.703 906.066
241 391.777 731.948
242 641.683 149.966
243 858.428 237.958
244 557.338 1016.38
245 241.028 243.641
246 971.188 691.18
