22 42
0 75.6145 148.047
1 176.923 166.671
2 121.268 81.4165
3 138.012 3.40985
4 82.9317 149.361
5 60.1948 68.637
6 53.2171 213.415
7 46.6845 179.042
8 221.714 43.2233
9 51.1388 68.7831
10 32.1258 144.948
11 195.044 188.694
12 3.50852 111.692
13 58.3927 101.254
14 124.485 124.882
15 113.007 226.229
16 208.146 12.9508
17 159.97 27.6016
18 197.274 1.26356
19 215.983 186.538
20 110.356 200.264
21 118.044 147.176
0 4 9.38346
0 7 72.1671
0 10 45.5324
0 13 81.7606
0 21 77.8269
1 11 53.5114
1 19 74.7076
1 21 88.4709
2 5 124.414
2 14 48.9456
2 21 105.719
2 17 66.2865
3 16 114.673
3 17 62.7817
3 18 76.8995
4 7 60.6005
4 14 85.112
4 20 62.626
4 21 69.9245
5 9 10.3177
5 13 51.3264
6 7 42.3654
6 15 89.6362
6 20 73.7124
7 10 39.2039
8 16 45.3132
8 17 120.897
8 18 87.9624
9 12 100.413
9 13 59.8789
10 12 49.5024
11 19 41.2309
11 20 102.283
12 13 60.9981
14 21 44.4823
15 20 27.453
15 21 113.748
16 17 100.013
16 18 24.5645
17 18 82.2809
19 21 115.408
20 21 85.7818
