1991 3726
0 1176.51 30.8233
1 2172.93 1181.18
2 1517.77 2224.93
3 1277.14 339.847
4 1584.68 1763.07
5 1207.06 328.287
6 22.1814 1824.68
7 893.899 926.853
8 1867.57 259.006
9 2015.58 1679.14
10 196.552 1614.94
11 2177.96 637.441
12 1351.28 902.844
13 403.573 235.711
14 1299.92 1284.95
15 245.506 2023.27
16 2000.14 1588.62
17 1263.24 726.884
18 48.6234 550.361
19 946.415 1770.63
20 1367.29 173.585
21 862.574 2120.29
22 198.131 1531.44
23 2071.93 19.0022
24 207.913 1967.45
25 1649.51 828.497
26 1895.15 990.617
27 452.046 1.18603
28 1245.88 463.739
29 2026.31 403.853
30 1786.7 642.808
31 1930.86 1512.03
32 1228.44 1531.12
33 1635.53 474.9
34 132.682 1208.63
35 1975.62 1910.27
36 2041.71 2155.26
37 1864.13 1728.36
38 2212.92 644.496
39 1666.83 1880.72
40 641.015 788.921
41 217.913 125.231
42 2066.76 1698.09
43 247.122 559.671
44 2227.34 1984.96
45 829.271 128.922
46 1463.93 1920.81
47 736.067 2183.01
48 2113.36 1453.19
49 1644.79 349.668
50 606.21 1123.57
51 2215.39 1286.32
52 268.232 1806.98
53 1183.37 521.784
54 1627.37 1528.88
55 2055.51 1599.78
56 314.971 300.908
57 1256.61 452.757
58 256.931 1990.05
59 1019.44 1789.63
60 2138 63.0689
61 1581.86 225.555
62 533.008 1240.44
63 1810.84 2061.58
64 1978.8 650.065
65 231.007 779.693
66 2059.58 1498.22
67 673.651 1680.72
68 394.763 1224.19
69 526.852 1076.13
70 66.036 1581.72
71 1883.99 96.5478
72 485.359 357.262
73 755.124 1470.06
74 953.915 1302.82
75 2064.71 1281.99
76 2094.58 866.481
77 639.13 1199.47
78 2043.9 1412.1
79 1209.39 1442.74
80 2123.52 660.557
81 919.79 1000.42
82 202.112 984.74
83 1816 1527.17
84 645.535 1727.98
85 1757.41 1787.39
86 1912.83 1677.88
87 1473.07 1576.38
88 429.797 1242.3
89 1591.34 1781.85
90 845.738 11.7166
91 191.195 1109.29
92 1962.99 1469.63
