19 37
0 53.2559 75.2297
1 198.889 196.77
2 8.30608 40.2739
3 204.279 51.1024
4 31.4625 0.973495
5 122.476 71.3072
6 95.3133 217.464
7 75.6801 29.5759
8 10.4395 50.1461
9 110.299 122.303
10 93.897 110.74
11 183.582 109.044
12 21.9418 103.134
13 36.038 196.68
14 189.2 38.7775
15 102.649 32.6989
16 94.5567 147.95
17 115.844 89.3917
18 111.948 50.5444
0 2 100.929
0 7 93.4866
0 8 77.8773
0 12 76.5572
1 6 106.769
1 11 135.664
1 16 142.05
2 4 61.6648
2 8 17.3807
2 12 76.6286
3 5 108.498
3 11 63.4087
3 14 28.6228
4 7 90.3546
4 8 65.4438
5 14 133.668
5 15 74.3196
5 17 21.4767
5 18 38.1436
6 9 191.42
6 13 105.245
6 16 70.6523
7 15 38.7447
7 18 63.6459
8 12 104.574
9 10 30.1294
9 16 34.3712
9 17 58.548
10 16 38.7032
10 17 45.2301
11 14 93.7079
11 17 136.996
12 13 160.606
13 16 104.912
15 18 35.6516
16 17 117.693
17 18 44.79
