151 278
0 3.89781 542.698
1 560.219 37.9493
2 138.691 499.768
3 401.317 355.106
4 106.587 457.284
5 607.954 320.167
6 577.127 41.9391
7 602.824 314.146
8 193.358 148.758
9 506.001 84.3355
10 86.5766 531.98
11 118.855 150.52
12 203.81 603.137
13 453.645 167.462
14 8.27303 524.053
15 59.1091 176.248
16 230.369 79.6184
17 601.04 248.003
18 122.104 566.703
19 573.659 369.721
20 140.9 590.888
21 220.915 42.793
22 407.504 342.669
23 332.968 236.068
24 109.089 104.899
25 1.33719 261.709
26 140.338 221.07
27 91.7574 256.197
28 394.786 234.872
29 214.102 329.5
30 421.884 220.896
31 24.6306 426.686
32 590.254 111.134
33 68.6367 144.961
34 373.46 343.154
35 515.195 86.2363
36 82.578 213.566
37 93.9258 564.607
38 410.042 405.312
39 506.329 613.534
40 23.1342 135.58
41 41.6937 378.021
42 259.063 167.982
43 497.961 13.5222
44 287.422 48.4868
45 135.112 393.072
46 587.624 493.325
47 0.472475 358.315
48 151.288 220.29
49 93.5711 12.9422
50 74.7189 141.271
51 260.852 334.399
52 317.042 442.727
53 18.4035 144.413
54 35.5353 409.502
55 136.827 379.201
56 112.908 564.786
57 519.234 553.306
58 257 389.038
59 212.388 259.616
60 199.68 341.502
61 14.0439 522.425
62 127.793 147.187
63 167.708 15.4396
64 571.775 68.5163
65 418.475 586.298
66 19.2827 317.95
67 337.779 37.7683
68 141.723 45.7484
69 554.796 338.197
70 352.642 279.69
71 241.731 608.196
72 187.188 558.757
73 235.881 136.819
74 502.495 279.62
75 578.329 564.849
76 564.047 223.372
77 222.827 197.467
78 202.371 148.319
79 332.712 506.154
80 33.9605 492.313
81 290.672 288.917
82 342.765 565.748
83 405.294 605.745
84 2.80812 423.088
85 134.057 483.957
86 446.644 175.375
87 230.743 130.723
88 520.44 158.692
89 506.82 445.421
90 142.056 214.075
91 468.691 107.051
92 90.9947 247.204
93 366.984 100.978
94 287.213 2.87221
95 196.978 287.754
96 165.936 227.543
97 359.344 159.321
98 449.816 456.776
99 246.267 263.588
100 372.656 246.753
101 378.803 162.422
102 217.717 303.077
103 593.042 264.726
104 107.539 44.3321
105 156.645 450.099
106 234.855 250.983
107 497.815 595.311
108 178.748 388.353
109 584.276 436.014
110 445.978 351.719
111 578.019 283.054
112 522.295 335.816
113 456.564 610.347
114 27.9742 286.814
115 305.603 511.881
116 576.965 48.7132
117 388.17 181.955
118 355.756 248.794
119 403.723 462.942
120 174.401 140.195
121 421.561 446.638
122 448.514 509.914
123 367.816 86.7697
124 225.821 18.3994
125 612.001 525.457
126 533.275 371.348
127 368.239 499.282
128 167.362 176.12
129 69.6053 499.527
130 469.407 236.145
131 509.439 482.013
132 34.5951 37.8554
133 588.76 520.117
134 540.753 530.102
135 377.523 261.325
136 447.344 29.3169
137 29.5162 296.788
138 380.638 170.838
139 402.62 33.4066
140 207.853 379.206
141 122.431 333.175
142 27.4811 56.0029
143 102.144 516.01
144 24.2709 178.03
145 80.9307 200.152
146 595.793 286.845
147 37.9346 296.897
148 310.87 256.325
149 90.3599 285.863
150 216.987 175.578
0 14 37.0401
0 61 24.2104
0 80 83.6546
1 6 28.345
1 43 129.654
1 64 35.1862
1 116 38.6101
2 4 85.0578
2 85 19.8848
2 105 101.585
2 143 47.6548
3 22 21.6763
3 34 46.1381
3 38 82.6383
3 110 85.1718
4 85 55.5849
4 105 52.7731
5 7 15.0993
5 19 86.7497
5 111 52.4503
5 146 67.5632
6 32 92.614
6 64 29.7068
6 116 9.57022
7 111 67.7217
7 146 55.8349
8 78 17.1811
8 87 68.2774
8 120 31.556
8 128 51.4926
8 150 70.4041
9 35 12.3841
9 43 108.147
9 64 69.4488
9 91 46.5375
9 136 142.798
