100 185
0 398.2 374.005
1 446.625 485.691
2 270.56 122.021
3 442.582 271.312
4 47.0475 151.37
5 234.457 279.526
6 55.4954 107.479
7 31.5013 323.365
8 199.297 32.0069
9 440.443 250.429
10 421.46 148.53
11 350.234 349.514
12 159.488 431.857
13 266.738 453.313
14 313.965 288.732
15 120.883 194.4
16 205.33 224.753
17 42.3904 302.44
18 31.3077 8.9164
19 433.778 481.82
20 438.523 405.699
21 330.908 247.365
22 89.4267 315.372
23 69.8618 496.691
24 202.847 182.341
25 402.989 42.5352
26 496.304 456.676
27 460.929 423.254
28 171.093 115.953
29 491.594 375.878
30 483.362 366.891
31 369.302 212.133
32 450.801 395.78
33 157.507 274.229
34 165.027 153.11
35 26.8646 411.316
36 274.503 103.845
37 431.541 74.43
38 187.76 16.8906
39 453.013 249.032
40 252.266 292.165
41 427.011 409.091
42 496.67 223.809
43 394.516 328.009
44 51.841 12.3536
45 78.1719 248.128
46 492.107 332.352
47 303.107 472.906
48 294.189 206.982
49 136.516 248.873
50 106.759 304.849
51 90.2165 305.768
52 278.975 157.184
53 244.827 282.89
54 301.894 480.918
55 7.88794 444.428
56 372.667 29.1708
57 357.88 481.587
58 25.2254 416.247
59 52.9252 96.6313
60 385.803 131.053
61 219.18 325.217
62 375.09 454.547
63 299.893 409.274
64 151.669 192.129
65 161.842 209.406
66 79.1414 117.652
67 330.656 483.245
68 408.778 344.512
69 444.114 231.223
70 121.236 192.033
71 86.9153 58.4184
72 289.63 314.606
73 467.702 95.7996
74 417.214 151.044
75 377.966 272.099
76 457.404 245.341
77 361.989 419.383
78 141.455 320.51
79 71.6585 372.302
80 206.524 69.0365
81 477.433 498.5
82 493.904 121.691
83 355.733 211.04
84 40.7772 230.5
85 326.549 382.777
86 374.814 254.686
87 294.706 292.789
88 15.1177 261.318
89 456.663 22.1188
90 101.144 90.0373
91 377.087 370.344
92 247.543 366.18
93 121.676 482.929
94 455.743 355.836
95 301.136 258.511
96 345.995 190.527
97 212.865 433.434
98 325.616 10.7601
99 202.858 386.127
0 41 50.6087
0 43 59.9108
0 68 49.6209
0 91 24.8355
1 19 15.3762
1 26 110.43
1 81 36.6309
2 36 31.278
2 52 67.0592
2 80 153.275
3 9 35.4376
3 39 37.3027
3 76 42.9438
3 75 64.6212
4 6 81.9087
4 59 88.5581
4 66 76.4417
5 16 119.403
5 40 23.6085
5 53 11.0617
5 61 64.6264
6 59 11.4941
6 66 26.0346
7 17 23.9495
7 22 102.341
7 51 80.7815
7 79 85.1837
7 88 101.607
8 28 176.339
8 38 25.7265
8 80 75.3973
9 39 24.9713
9 69 38.1095
9 76 34.7254
10 60 71.2624
10 73 91.9416
10 74 7.35662
10 82 89.5196
11 43 77.2536
11 85 75.4251
11 91 62.534
12 93 120.456
12 97 64.9645
12 99 89.5924
13 47 59.2092
13 54 50.4719
13 63 64.1007
13 97 90.5374
14 72 50.7977
14 87 33.4149
14 95 44.5973
15 49 91.5149
15 64 57.248
15 65 77.1767
15 70 2.70486
16 24 65.4904
16 65 92.1086
17 22 68.9986
17 51 71.6675
17 84 83.1362
17 88 97.5
18 44 27.7095
18 59 135.022
18 71 105.824
19 27 92.9387
19 81 54.4209
20 27 44.9114
20 32 26.542
20 41 17.591
21 75 70.2429
21 83 48.9937
21 86 88.7532
21 95 41.4649
22 50 38.5838
22 51 14.5962
22 78 91.3616
22 79 80.8978
23 55 140.892
23 58 168.957
23 93 69.4427
24 28 116.57
24 34 89.7582
24 65 84.2526
25 37 55.7564
25 56 59.8228
25 89 84.2266
25 98 102.748
26 27 60.5351
26 81 83.5092
27 32 34.9403
27 41 67.1049
28 34 41.6127
28 38 126.079
28 80 77.6641
28 90 74.5958
29 30 12.2901
29 46 85.3457
29 94 71.8233
30 46 69.5952
30 94 33.6289
31 83 22.5445
31 86 57.6194
31 96 52.4823
32 41 29.5012
32 94 54.6614
33 49 34.627
33 50 85.0036
33 78 60.222
34 64 42.5227
35 55 56.826
35 58 9.73716
35 79 88.556
36 52 77.2681
36 80 129.155
36 98 112.554
37 56 104.101
37 73 68.5585
37 82 123.862
37 89 105.06
38 80 85.4593
39 42 82.7772
39 69 21.2873
39 76 5.75232
40 53 15.8313
40 61 61.3065
40 72 45.9529
40 87 56.5553
42 69 104.783
42 76 59.7764
43 68 26.2958
43 75 88.0333
43 91 65.9567
44 59 137.733
44 71 99.4018
45 49 100.468
45 51 72.7076
45 84 79.8188
46 94 56.5835
47 54 8.59086
47 57 68.6599
47 67 32.4868
48 52 52.9766
48 95 79.0872
48 96 64.9304
49 65 90.3858
50 51 20.5199
50 78 68.9664
53 61 97.1531
54 67 55.5484
55 58 41.5406
56 98 92.8389
57 62 38.8506
57 67 48.4621
58 79 70.1106
59 66 42.6976
59 71 91.5946
59 90 67.9868
60 74 71.8419
60 96 108.488
61 92 89.9739
62 67 88.9092
62 77 53.5256
63 77 88.6153
63 85 58.6569
64 65 34.8625
64 70 39.575
65 70 56.6382
66 90 51.9412
68 91 47.6671
69 76 20.7049
71 90 65.3096
72 87 23.3593
72 92 99.657
73 74 143.539
73 82 56.029
73 89 84.4641
75 86 21.3319
77 85 70.5388
77 91 55.2243
83 96 36.6696
84 88 45.3024
87 95 41.3392
92 99 59.5323
93 97 193.544
97 99 86.6591
