3364 6305
0 2743.79 213.619
1 1827.79 2088.31
2 2391.34 105.585
3 918.953 953.794
4 2103.52 1014.27
5 1160.94 867.176
6 1036.25 446.485
7 547.033 540.889
8 1904.67 912.281
9 109.91 492.756
10 2138.31 741.606
11 1446.84 265.351
12 1781.39 1573.34
13 1631.47 2819.18
14 2630.81 95.256
15 1142.66 2839.41
16 2567.01 2295.91
17 546.09 771.573
18 447.147 2418.62
19 2536.18 1379.39
20 1818.89 409.171
21 1205.67 1119.8
22 965.832 2141.31
23 1470.04 653.36
24 1146.99 1401.94
25 984.858 147.41
26 1175.84 1927.33
27 173.215 149.585
28 73.5415 598.934
29 1937.82 776.475
30 3.36782 1377.07
31 339.269 1701.88
32 2209.07 1174.16
33 840.957 258.678
34 1724.68 1199.73
35 693.318 843.53
36 2286.26 63.0017
37 306.969 2065.12
38 1542.21 850.429
39 1645.55 399.333
40 317.804 410.52
41 809.471 2076.88
42 345.472 1210.04
43 2183.07 2061.95
44 2296.51 2770.53
45 1055.37 298.447
46 184.151 292.973
47 483.557 836.418
48 767.288 1268.13
49 793.39 1808.23
50 2370.98 945.975
51 1962.82 1576.7
52 2539.04 769.631
53 2188.05 1920.22
54 872.458 1173.58
55 995.67 1835.87
56 2506.81 2763.17
57 66.7644 370.625
58 1287.11 1583.9
59 967.007 227.315
60 2796.54 368.546
61 1387.93 709.873
62 2031.71 1608.42
63 1744.72 2419.25
64 2301.62 2176.88
65 769.279 2073.1
66 1235.24 590.109
67 1832 2073.58
68 2214.96 2810.34
69 1651.97 570.236
70 1950.38 61.4634
71 623.163 448.019
72 1338.6 916.084
73 1658.87 2267.9
74 78.4389 1139.22
75 2367.78 2290.08
76 2833.2 1627.11
77 615.123 1168.95
78 99.7426 1896.72
79 2418.29 134.332
80 2893.35 1956.28
81 494.891 1494.12
82 2893.17 1990.12
83 1138.95 722.894
84 720.335 615.246
85 49.4337 1572.01
86 2338.17 1481.72
87 714.538 1312.93
88 2061.62 855.655
89 1793.67 1817.99
90 1474.67 2340.32
91 990.867 2558.52
92 1672.92 1450.67
93 232.407 1432.01
94 1559.69 334.968
95 1939.62 1918.4
96 2348.98 19.0338
97 2501.17 2719.15
98 2435.47 1018.29
99 1987.45 1753.26
100 1113.99 460.033
101 2345.93 930.523
102 634.163 1240.64
103 1136.26 1590.74
104 1430.42 131.325
105 644.964 2694.33
106 1510.02 2122.34
107 876.428 1162.57
108 2555.67 274.916
109 960.3 1360.32
110 1455.47 993.731
111 434.555 1892.66
112 67.3572 582.003
113 2719.47 268.708
114 2544.4 2229.46
115 2318.09 1568
116 2683.67 41.2953
117 1865.16 1791.54
118 2738.95 580.729
119 1546.83 1863.21
120 234.042 1385.55
121 2530.27 2338.45
122 630.651 2532.76
123 2518.02 2692.27
124 293.455 629.936
125 2297.15 410.061
126 1661.89 12.0057
127 1334.58 629.609
128 645.645 593.168
129 926.938 711.683
130 1414.66 2778.71
131 21.0969 2053.58
132 726.392 804.192
133 952.261 2480.87
134 368.173 516.49
135 819.763 2487.04
136 2210.18 1961.76
137 373.775 2680.66
138 1801.48 2686.09
139 947.387 1135.58
140 2137.35 201.479
141 1473.51 1163.43
142 1629.55 1483.52
143 322.319 97.8406
144 84.3651 1821.48
145 2768.8 2821.56
146 2118.93 2712.12
147 337.824 724.533
148 790.601 2564.69
149 2397.97 1898.49
150 1076.79 2299.48
151 675.067 544.371
152 246.331 811.726
153 263.887 1182.05
154 2427.31 1906.88
155 233.239 612.507
156 2302.4 2888.26
157 1177.03 1988.88
158 369.09 2709.88
159 960.048 77.2871
160 1196.36 2654.89
161 1982.06 2194.48
162 2426.28 2813.18
163 1067.88 2390.14
164 2876.4 2455.76
165 2811.43 688.487
166 1773.55 123.848
167 2132.86 1000.14
168 845.219 428.484
169 1760.55 575.326
170 1123.6 922.373
171 310.984 2202.48
172 1093.04 692.848
173 2141.77 2552.42
174 1689.54 407.022
175 77.3609 1226.81
176 963.988 2410.46
177 648.089 1346.61
178 2073.52 2167.54
179 8.85939 2783.47
180 2002.08 1955.92
181 2235.86 1715.97
182 1268.94 1192.55
183 1489.18 1503.31
184 1469.81 712.675
185 1809.74 1479.72
186 1969.39 2688.6
187 151.156 1360.92
188 2651.21 639.608
189 441.687 1379.47
190 2172.24 1071.76
