126 229
0 523.993 292.622
1 10.1569 522.49
2 83.7461 463.011
3 65.9218 129.192
4 537.708 541.813
5 115.678 549.669
6 148.641 49.1945
7 66.0396 514.677
8 473.741 560.555
9 542.401 151.852
10 344.935 340.203
11 451.234 192.119
12 8.43229 269.117
13 220.346 311.137
14 217.055 432.866
15 312.516 404.005
16 394.165 51.3003
17 96.3766 137.631
18 73.8717 494.944
19 242.427 196.404
20 438.161 235.302
21 16.7845 376.337
22 218.097 206.943
23 144.653 148.151
24 349.597 279.649
25 557.109 94.9727
26 513.038 221.55
27 120.359 225.891
28 126.691 509.958
29 216.276 509.103
30 322.265 343.628
31 488.742 359.622
32 380.088 233.922
33 406.517 221.365
34 180.244 155.197
35 346.682 190.371
36 503.223 178.523
37 32.7656 329.329
38 55.6172 433.677
39 518.375 303.047
40 16.2982 274.115
41 433.523 19.3596
42 244.329 435.409
43 124.435 409.194
44 286.529 419.563
45 500.654 538.306
46 348.33 153.987
47 386.379 347.102
48 304.937 93.4673
49 143.042 79.7688
50 502.16 38.6879
51 63.3508 0.791989
52 259.035 434.042
53 402.2 371.141
54 521.42 183.065
55 301.843 16.2812
56 453.738 480.352
57 452.111 212.992
58 48.4916 378.332
59 555.977 64.3859
60 112.647 457.031
61 216.193 468.248
62 388.479 497.105
63 97.4076 159.225
64 472.974 500.308
65 222.402 432.404
66 18.1238 233.917
67 186.029 383.118
68 30.4275 544.906
69 174.025 221.104
70 208.974 312.995
71 300.415 292.67
72 312.043 96.0785
73 379.245 108.893
74 443.721 226.122
75 211.563 207.982
76 211.786 142.687
77 24.6199 422.149
78 534.65 353.904
79 148.428 494.246
80 555.519 540.363
81 434.416 341.474
82 365.75 318.144
83 91.0016 511.765
84 235.526 495.494
85 310.426 113.834
86 263.714 259.981
87 182.939 95.0294
88 415.123 117.201
89 256.553 236.438
90 340.514 262.977
91 466.943 379.72
92 48.886 402.073
93 440.202 508.169
94 439.117 443.807
95 550.895 341.907
96 331.891 2.41651
97 359.027 353.317
98 560.202 501.453
99 518.362 392.436
100 388.973 542.253
101 401.952 81.3613
102 249.315 342.701
103 91.3865 252.335
104 209.655 203.321
105 223.105 497.475
106 11.8213 396.203
107 32.2442 214.157
108 41.0766 24.3849
109 415.197 187.385
110 67.4683 540.274
111 528.899 148.596
112 442.344 533.889
113 508.95 74.8375
114 65.0215 181.553
115 464.361 521.074
116 155.602 213.306
117 430.926 398.334
118 50.5153 343.904
119 480.587 178.85
120 5.32289 2.54514
121 488.962 333.555
122 426.012 535.349
123 500.565 79.9922
124 406.226 525.013
125 214.154 510.092
0 39 21.839
0 95 62.4785
0 121 99.9938
1 7 63.469
1 68 57.3119
1 110 83.3833
2 18 59.4904
2 38 56.0914
2 43 101.676
2 60 38.7137
3 17 38.3998
3 63 86.0896
3 108 174.723
3 114 102.097
3 120 244.791
4 45 64.8834
4 80 24.1885
4 98 69.9772
5 28 70.8289
5 83 72.2437
5 110 82.4517
6 49 45.3714
6 51 133.643
6 87 111.098
7 18 26.8237
7 68 53.4362
7 83 26.3612
7 110 33.3116
8 45 36.2421
8 112 47.0142
8 115 69.7737
9 36 54.3467
9 54 54.4807
9 111 14.587
10 30 41.6657
10 82 41.6962
10 97 31.067
11 57 26.4924
11 74 40.279
11 109 70.9545
11 119 45.4076
12 40 15.0686
12 66 39.4142
12 107 84.5138
13 70 20.8203
13 86 131.073
13 102 75.389
14 42 54.4149
14 61 53.3458
14 65 5.4336
14 67 106.285
15 30 73.0158
15 44 40.332
15 52 63.3219
16 41 76.9956
16 73 84.3362
16 88 102.461
16 96 104.232
16 101 42.5005
17 23 78.3469
17 63 42.1307
18 83 33.2635
19 22 29.256
19 75 53.1961
19 86 74.7619
19 89 48.8522
19 104 37.7713
20 33 48.2736
20 57 26.3198
20 74 18.149
21 37 66.8366
21 58 39.2161
21 92 69.9312
21 106 24.5849
21 118 67.0088
22 75 9.67905
22 89 73.9165
22 104 14.9952
23 34 42.7902
23 49 97.6459
23 63 70.2611
24 71 62.73
24 82 63.313
24 90 31.7831
25 59 52.9053
