37 67
0 290.363 28.984
1 5.46914 149.937
2 230.565 69.4999
3 28.7706 50.2854
4 199.044 281.544
5 68.5376 141.793
6 115.05 248.187
7 30.7487 203.445
8 260.043 44.463
9 183.244 159.546
10 128.996 233.926
11 97.7815 122.841
12 284.321 249.795
13 16.8753 200.262
14 34.5321 85.8838
15 133.283 75.9589
16 72.9267 234.281
17 157.753 204.143
18 12.311 151.003
19 190.287 69.2034
20 68.3386 131.045
21 216.849 195.628
22 61.4846 253.841
23 120.875 249.49
24 143.406 183.466
25 165.887 228.471
26 266.973 27.554
27 302.423 166.936
28 199.424 259.118
29 199.882 129.324
30 166.839 75.6157
31 145.793 71.7178
32 86.6474 143.484
33 47.0896 74.3149
34 283.307 243.164
35 279.766 192.573
36 205.159 273.108
0 2 115.723
0 8 55.9315
0 26 30.5113
1 7 93.4371
1 13 88.4379
1 18 9.00217
2 8 75.5486
2 19 54.1857
2 26 104.149
3 14 39.6736
3 20 128.107
3 33 48.6382
4 25 97.7449
4 28 42.1109
4 36 18.295
5 11 36.4461
5 20 21.4069
5 32 32.0422
5 18 56.976
6 10 33.3654
6 16 79.0691
6 22 82.8046
6 23 11.5409
7 13 23.2447
7 16 74.4515
7 18 60.5213
7 22 87.5585
8 26 29.1433
9 21 94.4902
9 24 48.7752
9 29 51.4362
10 17 56.0403
10 23 22.3037
10 25 39.5569
11 20 53.4517
11 32 44.9753
12 27 87.4078
12 34 12.7948
12 35 105.464
12 36 162.937
13 18 57.8212
14 20 107.12
14 33 18.5584
15 19 99.1086
15 30 52.7012
15 31 24.057
16 22 27.3327
16 23 60.0104
17 21 60.0874
17 24 38.1312
17 25 31.5537
19 29 108.625
19 30 25.6722
19 31 56.4818
20 32 29.606
20 33 115.135
21 25 105.407
23 25 59.5506
24 25 61.0215
25 28 75.4654
25 36 62.7415
27 34 93.5613
27 35 46.88
28 36 23.6293
29 30 80.8182
30 31 39.4892
34 35 60.5929
