62 125
0 47.6231 53.5184
1 329.174 221.35
2 247.89 187.14
3 181.4 206.295
4 253.107 189.94
5 88.8395 325.81
6 237.214 263.527
7 198.887 281.051
8 386.565 310.041
9 126.205 365.697
10 97.9535 334.375
11 344.701 325.547
12 221.509 384.339
13 84.8081 63.8554
14 229.327 115.045
15 274.987 300.523
16 117.698 342.684
17 304.506 150.265
18 259.474 361.496
19 263.592 210.049
20 145.482 196.409
21 94.5091 157.045
22 378.388 275.773
23 117.787 43.0682
24 268.705 339.631
25 363.506 314.061
26 387.873 256.877
27 378.319 121.511
28 139.075 216.253
29 139.117 230.654
30 338.474 140.511
31 294.897 233.702
32 118.479 358.347
33 54.4351 391.651
34 134.957 206.971
35 36.6067 182.556
36 341.539 323.027
37 372.299 304.246
38 326.85 75.6835
39 144.976 19.8599
40 207.681 267.504
41 230.986 241.531
42 298.164 288.372
43 144.833 167.896
44 55.9586 285.718
45 104.021 231.705
46 95.5623 88.0646
47 307.574 383.508
48 304.888 322.674
49 67.1227 29.5385
50 236.499 266.808
51 242.016 79.1545
52 389.344 181.928
53 365.892 4.35138
54 158.709 359.005
55 253.77 68.0056
56 99.4583 354.066
57 322.844 280.527
58 54.3612 20.397
59 344.975 21.6522
60 236.789 148.298
61 150.269 265.731
0 13 56.9825
0 46 63.685
0 49 41.5866
0 58 56.1021
1 19 70.208
1 31 65.9444
1 52 84.715
1 57 110.821
2 4 10.2708
2 17 88.8235
2 19 36.2081
2 60 49.2584
3 20 67.6668
3 28 76.4166
3 34 47.0127
4 17 108.552
4 19 40.578
4 60 78.7229
5 10 12.8263
5 16 59.5016
5 44 87.6286
5 56 59.8741
6 7 51.2038
6 40 56.3518
6 41 24.0811
6 50 4.54012
7 40 29.5502
7 50 58.9395
7 61 73.1352
8 22 40.5818
8 25 34.8764
8 26 102.248
8 37 23.9657
9 16 32.8961
9 32 15.0899
9 54 47.6396
9 56 43.7682
10 16 24.8512
10 33 85.43
10 44 103.046
10 56 28.3907
11 25 27.7938
11 36 6.91214
11 37 41.6924
12 18 66.3395
12 24 127.835
12 54 68.6449
13 23 48.1272
13 39 147.352
13 46 40.5638
13 49 66.4017
13 58 62.3674
14 51 57.5729
14 55 92.3038
14 60 37.1367
15 24 51.461
15 42 36.4217
15 48 38.3999
16 32 24.3765
16 54 72.7667
16 56 27.3894
17 30 68.3909
18 24 39.0905
18 47 99.7538
19 31 60.9354
20 28 24.0436
20 29 45.9158
20 34 15.3099
20 43 32.4495
21 34 105.532
21 35 113.376
21 43 91.4753
21 46 68.9881
22 26 24.0769
22 37 47.0771
23 39 45.6756
23 46 97.8754
24 47 61.1485
24 48 75.981
25 36 33.4428
25 37 18.6778
26 37 90.8153
27 30 45.903
27 38 110.286
27 52 70.7613
27 53 228.724
28 29 19.0693
28 34 12.5075
28 43 53.8606
28 45 39.3522
28 61 91.7463
29 34 46.8376
29 45 39.9389
29 61 47.2738
30 38 86.9876
30 52 80.5887
31 57 82.3583
32 33 80.3931
32 54 77.7672
32 56 32.8217
33 56 88.0363
34 35 160.837
34 43 74.8332
34 45 57.9207
35 45 138.325
36 37 59.894
36 48 51.5477
36 57 59.7837
38 53 150.782
38 55 134.204
38 59 57.6943
39 49 87.4303
40 41 69.5434
40 50 34.7726
41 50 45.4015
42 48 53.0268
42 57 30.9958
44 45 141.782
47 48 67.6403
48 57 53.9661
49 58 21.3876
51 55 27.3221
51 60 76.8177
53 59 51.6848
55 59 114.013
