2588 4840
0 2236.19 592.396
1 2211.83 645.399
2 2219.02 131.809
3 438.453 2003.27
4 85.4319 2538.79
5 47.139 1204.02
6 1645.69 2217.54
7 2415.01 679.911
8 2054.98 985.347
9 2196.5 2502.61
10 2118.94 1239.63
11 674.615 1116.56
12 1816.78 2070.07
13 1911.49 2309.69
14 220.766 796.781
15 1176.76 569.585
16 230.363 221.57
17 2452.34 1786.7
18 114.372 2125.72
19 736.225 919.193
20 1614.19 1170.82
21 1267.59 232.627
22 2385.79 1809.96
23 2177.69 1817.82
24 2004.64 1482.49
25 2516.78 1441
26 1938.87 2323.58
27 1641.33 665.814
28 33.909 1486.39
29 1602.27 1355.58
30 1256.21 2494.52
31 686.52 2183.19
32 1747.02 805.872
33 1682.67 2194
34 2161.64 2235.1
35 1208.99 230.732
36 2095.42 1169.4
37 145.637 678.929
38 1368.69 890.881
39 1760.33 436.637
40 325.228 2462.8
41 2139.48 2014.49
42 97.6401 360.312
43 504.746 864.266
44 1848.88 1132.55
45 126.078 48.0101
46 185.518 2296.64
47 798.405 1311.18
48 251.783 1480.66
49 1903.77 1546.35
50 1912.82 2078.11
51 2169.16 1182.68
52 1315.53 442.935
53 1025.85 72.9697
54 2362.41 1351.69
55 1309.83 1687.26
56 84.1802 607.875
57 829.795 1525.05
58 1848.91 1216.94
59 613.44 616.663
60 1429.18 472.433
61 1479.7 1812.81
62 1505.92 486.946
63 2267.61 528.711
64 982.394 2432.32
65 545.053 1036.64
66 1433.57 172.367
67 578.453 867.319
68 1977.64 2103.14
69 1372.96 526.921
70 2303.42 685.399
71 1280.04 320.206
72 67.2662 2454.26
73 266.259 18.4553
74 448.937 163.624
75 1068.44 2399.03
76 2386.9 586.609
77 1230.69 109.69
78 334.296 448.468
79 2332.01 1872.89
80 1506.93 2185.87
81 2004.03 501.194
82 1624.13 1392.56
83 1645.57 362.19
84 1900.02 1569.25
85 1585.74 1482.22
86 1983.88 840.692
87 242.778 2509.16
88 2341.81 2442.43
89 235.398 2213.98
90 1713.45 1096.44
91 1139.16 967.756
92 426.521 578.454
93 1576.97 1124.61
94 1614.76 1753.89
95 2072.11 854.604
96 2341.4 1131.62
97 739.411 1289.35
98 574.476 1431.55
99 355.541 2202.73
100 974.041 1642.81
101 1331.67 522.188
102 1458.89 1999.73
103 226.84 536.348
104 686.999 1289.9
105 408.499 1215.36
106 2367.55 2392.55
107 730.023 1060.17
108 2285.47 949.761
109 1377.68 1539.1
110 92.3037 2024.01
111 1818.7 2268.09
112 2344.8 1410.68
113 1597.65 2133.88
114 491.498 507.13
115 1326.22 1546.03
116 1739.1 1648.14
117 14.8467 1911.41
118 2251.99 725.967
119 1261.84 2004.09
120 1611.6 2154.15
121 422.626 150.013
122 2477.69 1623.64
123 2462.83 736.582
124 1201.42 381.034
125 340.563 1253.72
126 347.47 2225.28
127 1721.16 573.654
128 575.316 2104.85
129 2146.52 1456.93
130 1267.7 649.291
131 1869.22 900.282
132 292.264 2459.93
133 1401.02 347.938
134 1529.52 14.7026
135 136.753 1746.51
136 1718.13 1864.02
137 811.852 472.852
138 1200.85 1226.25
139 1163.02 590.145
140 2360.31 1022.23
141 2280.4 2177.91
142 2488.07 1693.18
143 2366.51 1820.08
144 549.852 1161.4
145 1734.93 475.537
146 1424.81 2341.14
147 622.161 576.058
148 1489.91 811.426
149 991.122 900.508
150 436.388 2438.92
151 894.499 1577.76
152 728.535 2389.35
153 183.474 676.934
154 1107.76 1695.79
155 1060.55 1011.17
156 1594.36 1585.64
157 158.333 1699.59
158 2262.4 1944.5
159 1114.81 972.661
160 1709.34 1717.87
161 1780.5 2372.93
162 1452.51 1886.74
163 1372.39 1008.32
164 1423.3 290.567
165 681.858 2082.68
166 550.619 924.733
167 2170.16 2296.94
168 1519.16 409.435
169 2187.3 1974.74
170 2266.24 1505.62
171 2465.08 1265.67
172 1002.45 1371.07
173 1378.79 1808.7
174 1225.1 1404.34
175 1286.69 608.266
176 0.957301 2064.79
177 93.2055 1933.15
178 1587.45 2290.39
179 84.1325 1914.9
180 776.467 441.754
181 455.647 2204.74
182 1001.89 2125.95
183 1003.22 223.844
184 1270.58 25.8517
185 1383.06 315.447
186 1312.83 1286.9
187 1647.96 520.816
188 855.067 2069.01
189 180.369 2380.68
190 912.79 1133.64
191 2005.01 1943.64
192 838.153 1938.39
193 1860.76 540.905
194 1286.01 2039.91
195 2058.69 1132.08
196 772.866 2218.88
197 2105.41 1500.53
198 523.063 258.823
199 2290.15 2422.8
200 108.392 1435.7
201 154.928 2389.86
202 10.2004 1692.13
203 661.204 140.279
204 904.624 2179.61
205 2194.94 1884.97
206 493.702 1635.89
207 1105.31 1347.93
208 923.992 71.1005
209 2022.51 557.831
210 23.4515 129.698
211 1478.82 1946.64
212 260.331 981.318
213 267.535 1742.42
214 1266.6 1976.29
215 1021.91 543.162
216 1861.79 1308.71
217 1096 888.894
218 480.887 1410.58
219 979.365 2222.08
220 413.855 485.474
221 1466.96 1862.75
222 43.9031 1131.46
223 2315.27 2543.16
224 377.882 348.434
225 1553.03 120.628
226 1391.98 929.607
227 2272.92 1500.13
228 1727.63 1843
229 609.153 1826.09
230 437.608 912.668
231 1293.27 167.72
232 718.807 622.191
