6108 11410
0 2013.53 1731.68
1 3455.03 424.832
2 1724.47 2297.84
3 1353.8 2336.06
4 263.287 544.859
5 728.162 1757.23
6 1634.98 3663.8
7 2585.12 1471.25
8 1834.95 237.801
9 3580.75 3569.86
10 1945 1138.86
11 1100.19 1065.5
12 1772.04 1869.34
13 3098.61 2723.65
14 211.262 1516.41
15 1206.11 798.44
16 2492.6 1169.3
17 1511.75 587.735
18 3196.63 84.4174
19 2420.1 1969.98
20 2592.38 1483.78
21 152.629 1228.86
22 2646.83 3828.81
23 2883.97 1520.45
24 3596.35 310.008
25 1460.81 330.35
26 2977.03 1057.44
27 1134.65 2530.13
28 3198.96 2913.79
29 2772.62 3427.89
30 2385.71 2046.57
31 665.811 3083.69
32 1722.25 289.641
33 2390.96 1690.79
34 229.637 1895.81
35 2099.65 3679.01
36 1407.67 171.866
37 2744.91 1160.5
38 961.864 306.071
39 570.185 206.98
40 3783.06 1395.05
41 2232.22 3639.09
42 3251.18 342.989
43 1270.59 3504.52
44 1495.47 657.544
45 544.502 2594.01
46 3704.74 2165.16
47 3465.49 2119.17
48 1774.48 1879.26
49 2193.19 3015.67
50 2293.02 2560.09
51 3010.61 3588.44
52 2386.66 2780.81
53 1499.32 1458.59
54 98.9334 3357.72
55 1465.99 3013.22
56 572.875 150.949
57 652.303 802.51
58 3735.62 3015.54
59 166.015 1676.7
60 2932.64 3150.77
61 3009.39 2828.71
62 3646.57 1870.68
63 1599.84 287.31
64 2340.46 2612.6
65 3758.96 169.016
66 2001.67 1523.82
67 1186.82 1903.24
68 987.528 2071.12
69 1545.53 1020.89
70 2963.62 307.094
71 1953.84 3412.86
72 2444.23 755.893
73 1702.63 743.561
74 1869.59 1147.56
75 1990.74 2133.75
76 2502.19 863.538
77 2736.21 3516.48
78 1751.34 3406.91
79 1289.69 2888.49
80 3335.99 3343.8
81 1309.43 3655.02
82 2569.23 2161.63
83 3070.38 1003.74
84 726.58 3593.72
85 521.198 2128.27
86 2674.8 2361.61
87 2409.09 2973.76
88 2840.03 856.532
89 950.654 902.166
90 1258.87 2877.96
91 2718.03 132.031
92 2570.09 1302.73
93 2914.23 3804.92
94 1093.61 901.388
95 3773.18 2625.94
96 1144.9 3591.47
97 1012.03 1758.51
98 1526.45 1987.69
99 1065.38 2120
100 3500.04 1069.26
101 2492.12 3465.17
102 1548.28 582.634
103 387.946 313.652
104 2122.42 1698.71
105 322.063 3825.49
106 3482.11 1402.4
107 833.761 2887.65
108 1270.93 616.021
109 1754.85 3472.19
110 672.753 3824.89
111 1808.68 264.196
112 1976.26 1003.39
113 268.638 582.276
114 997.509 2952.22
115 16.8103 685.522
116 1086.97 2200.88
117 1992.4 3723.02
118 2631.3 605.673
119 1279.32 191.071
120 1104.42 396.748
121 1413.03 3595.64
122 3193.01 1176.25
123 3631.75 1191.75
124 3483.28 3692.09
125 1873.39 2641.95
126 3580.8 926.68
127 1914.2 2314.31
128 2226.87 888.967
129 1799.27 223.484
130 872.707 103.201
131 2536.41 3596.2
132 554.099 3063.87
133 1639.85 3831.7
134 2162.46 3305.71
135 1344.1 3052.26
136 2637.7 306.591
137 1165.95 3541.69
138 51.5911 2048.79
139 736.222 3861.13
140 3627.51 2357.59
141 1427.7 2775.29
142 1542.85 827.419
143 1295.29 2793.29
144 2566.59 3809.58
145 3046.4 525.388
146 1792.48 3307.83
147 607.63 3817.18
148 1122.42 1956.55
149 3210.71 2156.41
150 3502.2 1848.04
151 762.548 1100.21
152 710.717 2699.23
153 395.106 1947.31
154 50.9882 3369
