74 139
0 269.836 383.077
1 78.9875 259.375
2 303.232 2.43401
3 270.051 364.846
4 18.5049 149.856
5 60.5068 14.1806
6 137.443 211.581
7 311.803 314.499
8 262.099 117.215
9 77.5023 403.408
10 196.098 163.708
11 138.517 186.711
12 237.255 226.604
13 384.601 320.171
14 63.8105 39.4732
15 305.675 143.411
16 241.528 39.2698
17 257.557 171.937
18 186.924 54.4392
19 180.468 304.591
20 113.217 396.491
21 205.599 88.9855
22 80.883 117.596
23 115.059 56.7604
24 385.23 327.867
25 118.382 62.5283
26 388.872 85.1947
27 380.385 15.8257
28 315.134 48.4878
29 410.576 257.919
30 417.258 261.032
31 391.34 13.8319
32 113.973 52.8857
33 79.3705 414.534
34 304.725 286.33
35 378.471 297.955
36 373.607 174.413
37 383.093 363.404
38 41.323 181.64
39 407.735 268.323
40 278.765 341.097
41 77.8093 243.899
42 327.157 224.597
43 53.2136 99.229
44 112.046 378.711
45 266.967 293.17
46 311.241 9.90539
47 306.553 195.36
48 155.501 150.281
49 300.017 10.4942
50 127.984 77.2906
51 381.069 389.243
52 196.331 321.256
53 25.3271 184.45
54 135.605 118.13
55 264.296 8.73743
56 258.315 32.6193
57 297.364 73.7845
58 124.381 190.179
59 8.70546 30.4451
60 202.246 78.5556
61 312.703 183.083
62 37.9443 420.572
63 185.152 204.806
64 201.474 179.675
65 403.307 219.696
66 66.0613 361.689
67 216.758 97.8609
68 396.118 153.513
69 150.056 81.0247
70 87.7385 34.7496
71 121.848 229.318
72 362.588 24.3663
73 375.368 219.945
0 3 27.9675
0 7 124.378
0 40 57.2489
1 6 134.39
1 41 29.7408
1 71 89.2807
2 46 18.0329
2 49 10.4585
2 55 40.4261
3 7 70.3964
3 40 31.2303
4 38 66.9768
4 43 71.8006
4 53 41.6656
5 14 49.9651
5 59 92.741
5 70 58.7096
6 11 40.5798
6 41 115.274
6 58 38.6394
6 63 53.3738
6 71 42.8048
7 34 37.2975
7 40 48.7771
7 45 62.1353
8 15 86.1626
8 17 81.889
8 57 62.0814
8 67 96.6701
9 20 58.486
9 33 21.7322
9 44 83.7251
9 62 54.0874
9 66 64.2338
10 48 81.7182
10 63 49.3864
10 64 17.9564
11 48 55.8062
11 58 18.24
11 71 49.2007
12 17 78.3927
12 63 62.113
12 64 75.9931
13 24 9.5409
13 35 36.7599
13 37 46.9037
13 51 92.8279
14 32 78.3078
14 43 62.3283
14 59 65.032
14 70 37.7899
15 17 99.2019
15 47 58.498
15 61 78.7777
16 55 73.0232
16 56 26.7638
16 60 81.0436
17 47 95.2056
18 21 66.2406
18 60 42.9392
18 69 60.1752
19 45 129.153
19 52 39.5611
19 71 183.098
19 44 100.872
20 33 39.9144
20 44 32.9242
21 60 15.7231
21 67 27.4736
22 43 37.722
22 50 95.2921
22 54 90.2664
23 25 6.69316
23 32 7.33617
23 50 36.9914
24 35 56.1733
24 37 40.2656
24 51 84.934
25 32 16.9336
25 50 21.4882
25 69 38.7187
26 27 135.804
26 31 107.39
26 68 125.327
26 72 99.7185
27 31 14.4589
27 46 78.7074
27 72 39.2355
28 46 65.3756
28 49 59.0326
28 57 44.765
28 72 103.426
29 30 7.71796
29 39 17.0423
29 65 62.2173
30 39 22.795
30 65 73.8486
31 72 61.0207
32 50 38.5629
32 70 58.4129
33 44 48.5045
33 62 42.9225
33 66 102.703
34 40 84.8314
34 45 64.855
35 39 67.0094
36 65 80.8445
36 68 35.517
36 73 77.3934
37 51 33.7997
38 41 111.324
38 53 21.2753
40 45 75.606
40 52 86.5896
41 53 88.8398
41 71 56.9388
42 47 47.1847
42 61 44.2901
42 73 86.4239
44 66 82.3895
45 52 129.643
46 49 16.3953
47 61 14.0298
48 54 58.1704
48 64 103.819
49 55 51.5871
49 56 60.3774
50 54 59.8225
50 69 28.2824
54 69 43.9037
55 56 35.7173
56 57 79.2921
58 71 59.7144
59 70 130.254
60 67 42.1991
62 66 120.716
63 64 47.3894
65 68 113.871
65 73 29.8519
