26 48
0 221.389 96.5483
1 129.524 51.8441
2 146.105 125.154
3 233.144 151.428
4 3.61035 107.187
5 228.042 47.6349
6 13.9245 172.625
7 244.268 98.7137
8 11.1759 107.442
9 185.73 123.031
10 239.766 81.6154
11 225.605 139.276
12 153.553 115.311
13 45.7754 240.082
14 147.721 69.2952
15 243.835 55.7382
16 254.033 245.446
17 251.507 185.187
18 18.3535 67.8786
19 136.659 227.481
20 82.66 91.6079
21 206.319 86.5938
22 130.467 152.585
23 69.8323 224.411
24 193.514 251.281
25 111.103 95.9889
0 7 43.6518
0 10 33.8213
0 11 49.3217
0 21 28.166
1 14 30.0685
1 20 121.276
1 25 70.6091
2 9 46.8571
2 12 19.2141
2 22 49.7741
2 25 88.4171
3 7 101.716
3 11 22.6378
3 16 180.187
3 17 63.5399
4 6 125.032
4 8 10.9869
4 18 76.5705
5 10 48.444
5 15 31.2697
5 21 62.028
6 8 98.251
6 13 78.5297
6 23 113.446
7 10 24.9472
7 15 48.5095
7 21 58.8247
8 18 78.1465
9 11 56.3785
9 12 47.0173
9 21 62.7381
10 15 45.0335
10 21 61.7912
11 17 74.2371
12 14 74.4669
12 22 81.8027
13 19 124.784
13 23 56.3702
14 25 72.8861
16 17 95.6345
16 24 77.0208
17 24 118.919
18 20 124.161
19 22 104.097
19 23 132.841
19 24 94.5739
20 25 47.3472
22 25 92.446
