44 82
0 312.884 2.54716
1 129.01 157.53
2 203.618 112.638
3 319.156 202.496
4 292.359 314.363
5 103.012 211.01
6 55.5427 62.9541
7 197.089 140.956
8 184.024 45.9191
9 15.4061 291.248
10 249.292 50.4445
11 110.133 292.987
12 46.6007 165.203
13 188.43 308.881
14 118.406 210.328
15 79.3625 255.833
16 318.314 224.953
17 93.5545 326.508
18 125.902 117.468
19 80.3115 107.423
20 90.9173 155.255
21 29.2447 5.70886
22 38.3711 39.4384
23 268.172 264.052
24 33.7088 320
25 139.013 203.783
26 56.3053 287.831
27 19.0772 92.015
28 93.5048 25.1884
29 40.4974 225.833
30 197.77 323.504
31 132.07 2.30029
32 223.943 4.92161
33 129.332 240.597
34 222.623 310.337
35 113.854 283.297
36 108.16 295.821
37 250.139 269.266
38 228.555 32.0153
39 299.559 176.552
40 3.06903 314.973
41 129.745 189.396
42 106.813 14.7618
43 195.607 272.87
0 10 156.126
0 32 156.51
0 38 128.175
1 7 139.253
1 18 51.8473
1 20 41.5691
1 41 40.1439
2 7 42.6597
2 8 130.348
2 10 111.901
3 16 43.1226
3 23 91.0904
3 39 32.6557
4 23 99.1335
4 34 106.175
4 37 122.579
5 14 22.5207
5 25 56.6644
5 33 65.7396
5 41 40.3897
6 19 91.3989
6 21 78.8567
6 22 53.2137
6 27 70.6009
6 28 92.5907
6 42 118.532
7 18 107.002
8 10 127.159
8 31 101.487
8 32 86.667
8 38 47.0675
9 24 64.7064
9 26 68.6693
9 40 47.42
10 32 101.979
10 38 37.7281
11 15 70.5775
11 17 60.8619
11 35 18.0033
11 36 5.82704
12 19 94.1809
12 20 62.041
12 29 108.907
13 30 26.8572
13 34 43.5483
13 43 68.4943
14 25 30.797
14 33 51.7953
14 41 27.3806
15 26 63.5698
15 29 52.533
15 35 46.8089
16 23 106.493
16 39 62.8346
17 35 67.6629
17 36 59.3159
18 19 75.6076
18 20 56.1292
19 20 51.1755
19 27 74.4922
21 22 69.6953
21 28 67.3395
22 27 91.0548
23 37 21.3844
23 39 123.211
24 26 47.0388
24 40 45.4875
25 33 45.8122
25 41 22.2974
26 29 84.0363
26 40 111.952
28 31 50.9181
28 42 29.7671
30 34 42.821
30 43 88.3107
31 42 32.4904
32 38 35.9446
33 43 73.7148
34 37 60.4995
34 43 55.5782
35 36 18.0008
37 43 76.1643
