1074 2009
0 584.913 948.051
1 1059.55 225.263
2 1013.43 1577.85
3 789.028 1607.94
4 131.628 940.052
5 985.736 325.739
6 217.297 1359.89
7 1497.87 218.957
8 983.622 1095.75
9 189.545 1165.67
10 787.86 282.812
11 284.911 913.91
12 444.149 1137.77
13 1247.22 1300.32
14 76.1386 947.932
15 877.352 714.805
16 565.732 1129.93
17 734.641 1066.54
18 697.436 1437.74
19 670.072 1157.26
20 1567.78 1249.99
21 34.1748 1304.52
22 930.587 931.028
23 684.094 66.5961
24 1395.74 792.993
25 1401.95 1185.03
26 406.999 599.074
27 765.226 1296.48
28 267.456 1512.13
29 1454.7 1549.64
30 1448.16 645.26
31 649.173 867.39
32 818.715 1366.64
33 841.388 278.081
34 1373.15 455.535
35 823.559 1098.46
36 590.312 1561.48
37 87.9351 1265.03
38 181.229 827.983
39 762.147 723.004
40 1568.96 614.826
41 100.256 898.69
42 1385.4 1470.24
43 1096.14 1579.71
44 583.179 296.526
45 998.218 885.468
46 1417.91 1193.41
47 355.05 423.174
48 1332.1 507.218
49 838.924 368.387
50 1215.83 255.948
51 871.585 724.134
52 1622.65 287.814
53 1529.81 379.202
54 973.767 803.886
55 1302.4 911.744
56 146.342 806.969
57 1310.19 868.104
58 749.72 1383.24
59 253.359 288.047
60 92.6544 502.016
61 306.476 1019.42
62 1393.29 24.3526
63 669.195 662.647
64 975.438 971.83
65 457.592 1536.77
66 235.972 759.1
67 51.7267 237.446
68 1294.72 40.2145
69 1092.95 1069.5
70 121.663 1069.59
71 204.927 1165.47
72 1228.93 985.272
73 64.7884 712.144
74 367.864 621.402
75 468.469 1005.6
76 1325.2 1474.34
77 1178.6 1244.19
78 114.233 370.8
79 780.918 510.801
80 1245.52 1205.42
81 441.744 1407.12
82 524.852 31.4137
83 1379.5 793.345
84 491.285 295.277
85 826.113 489.26
86 1262.12 261.965
87 1009.33 1169.82
88 1624.06 1088.93
89 853.192 1565.1
90 1566.19 1276.28
91 30.0505 1395.05
92 1037.46 1216.81
93 1324.27 1510.53
94 1512.4 1261.71
95 754.52 1623.83
96 112.161 535.367
97 1630.62 644.327
98 717.695 1324.98
99 454.262 1517.37
100 1202.03 514.78
101 106.772 1581.31
102 1496.02 907.238
103 320.328 1125.27
104 701.267 22.5263
105 955.886 1487.78
106 1187.24 69.4805
107 583.335 1494.59
108 79.5602 809.96
109 1047.69 809.679
110 747.05 1510.31
111 1542.12 1314.31
112 86.599 1560.61
113 244.128 1010.59
114 1222.16 397.329
115 541.052 1440.89
116 469.856 97.9221
117 712.621 1153.44
118 1278.93 1040.64
119 994.398 1469.29
120 380.508 830.838
121 1153.87 1363.1
122 1400.28 1137.53
123 1102.33 1559.54
124 1605.19 514.911
125 787.578 836.544
126 165.281 1170.41
127 1500.23 1566.82
128 390.123 6.21889
129 136.895 526.888
130 986.94 876.538
131 485.649 489.608
132 535.98 1025.56
133 734.846 488.677
134 916.098 1183.99
135 1256.6 637.702
136 1329.14 622.03
137 372.012 482.514
138 901.587 589.435
139 1002.87 107.767
140 246.133 908.968
141 685.903 605.709
142 658.793 1324.81
143 1313.81 12.9012
144 1279.59 129.294
145 1543.28 1466.14
146 1128.79 393.382
147 1618.98 1.4861
148 315.625 1445.27
149 847.761 1140.19
150 1290.75 1281.85
151 1249.83 436.493
152 1106.28 830.478
153 754.194 1246.6
154 1068.15 527.641
155 1048.74 1281.06
156 1285.24 844.581
157 715.413 1485.19
158 501.367 1259.65
159 753.099 1439.06
160 370.485 1421.88
161 1236.97 1423.59
162 692.942 91.5757
163 855.582 342.637
164 501.768 133.595
165 935.963 5.21691
166 1019.16 1197.91
167 1269.29 1551.89
168 731.683 1451.7
169 1467.81 1476.06
170 1231.41 1557.67
171 1591.97 1308.57
172 588.421 233.318
173 361.2 482.55
174 1530.13 235.514
175 1568.57 239.908
176 72.9837 681.077
177 222.943 818.082
178 1085.85 1442.01
179 541.592 847.91
180 250.961 339.245
181 1577.89 1551.1
182 251.022 542.615
